"Story","Title","Result","Date","Stability","Duration (s)"
"Testing GET comments JsonPlaceHolder","GET comments with valid parameter id","SUCCESS","2023-01-20T18:10:03.245+07:00[Asia/Bangkok]","0.0","1.46"
"Testing GET comments JsonPlaceHolder","GET comments without parameter","ERROR","2023-01-20T18:10:08.794+07:00[Asia/Bangkok]","0.0","0.91"
"Testing GET comments JsonPlaceHolder","GET comments with invalid parameter","SUCCESS","2023-01-20T18:10:09.708+07:00[Asia/Bangkok]","0.0","2.07"
