"Story","Title","Result","Date","Stability","Duration (s)"
"Testing GET todos JsonPlaceHolder API","GET todos with modified id should succes then return 200 response code","SUCCESS","2023-01-20T18:10:46.09+07:00[Asia/Bangkok]","0.0","1.1"
"Testing GET todos JsonPlaceHolder API","GET todos with id 1 and get respon body page with id 1 should succes then return 200 response code","SUCCESS","2023-01-20T18:10:47.191+07:00[Asia/Bangkok]","0.0","0.88"
"Testing GET todos JsonPlaceHolder API","GET todos with modified id out of range should failed then return 404 response code","SUCCESS","2023-01-20T18:10:48.079+07:00[Asia/Bangkok]","0.0","1.05"
"Testing GET todos JsonPlaceHolder API","Get todos with invalid parameter id as string should failed then return 400 response code","FAILURE","2023-01-20T18:10:49.131+07:00[Asia/Bangkok]","0.0","0.89"
"Testing GET todos JsonPlaceHolder API","GET todos without id should success then return 200 response code","SUCCESS","2023-01-20T18:10:50.027+07:00[Asia/Bangkok]","0.0","1.74"
"Testing GET todos JsonPlaceHolder API","GET todos with modified parameter should succes then return 200 response code","SUCCESS","2023-01-20T18:10:51.772+07:00[Asia/Bangkok]","0.0","0.87"
"Testing GET todos JsonPlaceHolder API","Get todos with invalid id as string should failed then return 404 response code","SUCCESS","2023-01-20T18:10:52.647+07:00[Asia/Bangkok]","0.0","1.11"
